iter	RMSE
357	0.002414716398
358	0.002410989873
359	0.002409522528
360	0.002406978329
361	0.002403221239
362	0.002400681761
363	0.002397571361
364	0.002393235504
365	0.00238904547
366	0.002386456843
367	0.002385099412
368	0.002382830242
369	0.002378893369
370	0.002376492572
371	0.002370542871
372	0.002369995004
373	0.002367533675
374	0.002362948326
375	0.002360106182
376	0.002355577447
377	0.002354234781
378	0.002352351838
379	0.002350058915
380	0.00234610926
381	0.00234450086
382	0.002343021372
383	0.002341295406
384	0.002340804392
385	0.002337050179
386	0.002329736917
387	0.002324156097
388	0.002323582329
389	0.002319184184
390	0.00231706503
391	0.00231473828
392	0.002311863984
393	0.002308707221
394	0.002306675432
395	0.002303531928
396	0.002301793869
397	0.002298463828
398	0.00229714409
399	0.002295321767
400	0.002291495769
401	0.002287204131
402	0.002284781951
403	0.002283588419
404	0.002282496528
405	0.002279751027
406	0.002278516451
407	0.002276091522
408	0.002272083854
409	0.002270559897
410	0.002265897184
411	0.002263681876
412	0.002257338089
413	0.002251406242
414	0.002248655762
415	0.002246816963
416	0.00224414238
417	0.002243739738
418	0.002241375599
419	0.002239118037
420	0.002235820673
421	0.002233983205
422	0.002232568102
423	0.002230474745
424	0.002227475115
425	0.002227211348
426	0.002225259459
427	0.00222371337
428	0.002219760154
429	0.002217820735
430	0.00221581947
431	0.002214175711
432	0.002213176178
433	0.002211635155
434	0.002211318675
435	0.002209946181
436	0.002208560825
437	0.002205863032
438	0.002204040793
439	0.002203829105
440	0.00220002773
441	0.002196362198
442	0.00219019037
443	0.002187360239
444	0.002187136277
445	0.002184966696
446	0.002180689624
447	0.002178928523
448	0.002174565311
449	0.002171980026
450	0.002170169545
451	0.002168466555
452	0.002163692292
453	0.002160169906
454	0.002155801039
455	0.002153182359
456	0.00214773667
457	0.002144186283
458	0.002140862244
459	0.002139410515
460	0.002138956781
461	0.002137352013
462	0.002135442189
463	0.002133116754
464	0.002131235955
465	0.002128660214
466	0.002124685003
467	0.002120218552
468	0.002117277414
469	0.00211606653
470	0.002115199207
471	0.002113552981
472	0.002111155235
473	0.002109226508
474	0.002108055417
475	0.00210443226
476	0.002102880127
477	0.002100541722
478	0.002097734731
479	0.00209500268
480	0.002092355462
481	0.002091550003
482	0.002088728391
483	0.002087774394
484	0.002082444092
485	0.002081458569
486	0.002080124995
487	0.002078398074
488	0.002077363265
489	0.00207538452
490	0.002072682151
491	0.002070668616
492	0.002068822166
493	0.002065716036
494	0.00206330055
495	0.002062418405
496	0.002062220101
497	0.002056270051
498	0.002053475505
499	0.002050447633
500	0.00204752304
501	0.002045799048
502	0.002043130161
503	0.0020406629
504	0.002037352865
505	0.002036338415
506	0.002033372383
507	0.002032970072
508	0.002032132022
509	0.002030988569
510	0.002030646792
511	0.002028470703
512	0.002026879266
513	0.002025753985
514	0.002022381262
515	0.002021838744
516	0.002018596949
517	0.002017116187
518	0.002014018168
519	0.002011432313
520	0.002009257332
521	0.002007370711
522	0.002005124763
523	0.002002946748
524	0.002000410541
525	0.001999392278
526	0.001996399747
527	0.001994331125
528	0.00199420189
529	0.001992372835
530	0.001990891226
531	0.001989117691
532	0.001987170549
533	0.001984676474
534	0.001983005171
535	0.001980438772
536	0.001975959761
537	0.001975024388
538	0.00197224827
539	0.001971339773
540	0.001970150072
541	0.001967390491
542	0.001965775433
543	0.001963456039
544	0.001961885034
545	0.001956892295
546	0.001956330706
547	0.001952787347
548	0.001949208242
549	0.001947826394
550	0.001944191909
551	0.00194192994
552	0.001939780985
553	0.001936708275
554	0.001934319951
555	0.001932237812
556	0.001930713887
557	0.001927129723
558	0.001925821584
559	0.001924793628
560	0.001922696861
561	0.001920647329
562	0.001919140232
563	0.001917717848
564	0.001914603987
565	0.00191305251
566	0.001910537699
567	0.00190728992
568	0.001903929578
569	0.001900465504
570	0.001897050488
571	0.001895416041
572	0.001892449528
573	0.001891435452
574	0.001889608555
575	0.001887171973
576	0.001884725368
577	0.001881919361
578	0.001878097198
579	0.00187669869
580	0.001876492083
581	0.001874505652
582	0.001871757363
583	0.00186923633
584	0.001866480097
585	0.001864570053
586	0.001863001494
587	0.001861202559
588	0.001859965181
589	0.001858261304
590	0.001856574359
591	0.001853791447
592	0.00185212362
593	0.001849436422
594	0.001845715141
595	0.001843973522
596	0.001842464307
597	0.00184015763
598	0.001837318901
599	0.001835413721
600	0.001835161631
601	0.001833055565
602	0.001831384227
603	0.001830012373
604	0.001828577937
605	0.001826575046
606	0.001823394325
607	0.001820214024
608	0.001816179648
609	0.001812093795
610	0.0018113714
611	0.001809846714
612	0.001807659155
613	0.00180586126
614	0.00180387784
615	0.001800955869
616	0.00179921238
617	0.001798441751
618	0.001795951582
619	0.001792691406
620	0.001790022961
621	0.001787927962
622	0.001787103443
623	0.001784957456
624	0.001781940384
625	0.001778998672
626	0.001776906053
627	0.001774885528
628	0.001773412437
629	0.001771965554
630	0.001769952703
631	0.001768246152
632	0.001763554425
633	0.001762558832
634	0.001759574156
635	0.001758271622
636	0.001757359988
637	0.00175593929
638	0.001752997803
639	0.001751890307
640	0.001751413128
641	0.001747311317
642	0.00174572084
643	0.001743533386
644	0.001741094661
645	0.001739521772
646	0.001737600834
647	0.001735490538
648	0.001733863913
649	0.001732995451
650	0.001731112829
651	0.001729743743
652	0.001728897054
653	0.001726387171
654	0.001724666414
655	0.001724460159
656	0.001723984545
657	0.001723872637
658	0.001722217859
659	0.001720555268
660	0.001718241921
661	0.001717826137
662	0.001715760056
663	0.001714425907
664	0.001714040236
665	0.001710610814
666	0.001708810376
667	0.001706986323
668	0.001706117478
669	0.001703466527
670	0.001702566896
671	0.001700568139
672	0.001699170814
673	0.001697893506
674	0.001696187808
675	0.001693761255
676	0.001693008399
677	0.001692448863
678	0.00169024532
679	0.001687274021
680	0.001687198432
681	0.001686330056
682	0.00168520085
683	0.001682908393
684	0.001681019951
685	0.001679237533
686	0.001677688719
687	0.00167618751
688	0.00167558365
689	0.001672356797
690	0.001670450416
691	0.00166825909
692	0.001666491145
693	0.00166487384
694	0.001663803725
695	0.001662319475
696	0.001660107094
697	0.001659060071
698	0.001656548687
699	0.001656223613
700	0.001653633257
701	0.001649830087
702	0.001648376203
703	0.001647141002
704	0.001644866781
705	0.00164369405
706	0.001642082578
707	0.001640666529
708	0.001638601305
709	0.001637784965
710	0.00163667364
711	0.001634058613
712	0.001633168275
713	0.001631123393
714	0.001629141728
715	0.001626895421
716	0.001626090061
717	0.001620912042
718	0.001619843687
719	0.001618165304
720	0.001616729951
721	0.001612894788
722	0.001611069231
723	0.001609614242
724	0.001608722506
725	0.001608382766
726	0.001606202679
727	0.001604701274
728	0.001602607463
729	0.001601599625
730	0.001600305796
731	0.001599725338
732	0.001597676788
733	0.001595059498
734	0.001593356349
735	0.001591151064
736	0.001588550237
737	0.001586973897
738	0.001584595784
739	0.001583422383
740	0.001582303307
741	0.001581238286
742	0.001579712268
743	0.001578022552
744	0.001575453202
745	0.00157413108
746	0.00157256009
747	0.001571773779
748	0.001570972955
749	0.00156905814
750	0.001567469112
751	0.001566177885
752	0.001565505511
753	0.001563986091
754	0.001562030525
755	0.001559991817
756	0.001558044785
757	0.001557988944
758	0.001557043304
759	0.001555440114
760	0.001553928501
761	0.001551162538
762	0.001549834401
763	0.001548638935
764	0.001547935221
765	0.001547821125
766	0.001543856666
767	0.001541221345
768	0.001539818728
769	0.001536362016
770	0.001535655362
771	0.001533503428
772	0.001533394216
773	0.001532263126
774	0.001531287926
775	0.001530393196
776	0.001527083365
777	0.001525183216
778	0.001523415343
779	0.001521261769
780	0.001520300543
781	0.001519309706
782	0.001516941412
783	0.001515115642
784	0.001513246895
785	0.00151238521
786	0.001511541069
787	0.001510437437
788	0.001509736081
789	0.001507981925
790	0.001506099963
791	0.00150520452
792	0.001503555636
793	0.001501778275
794	0.001499409871
795	0.001497426302
796	0.001496141052
797	0.001494402544
798	0.001493358388
799	0.001492978567
800	0.001491052636
801	0.001489645572
802	0.001487660754
803	0.001484985133
804	0.00148360896
805	0.001481839476
806	0.001479464633
807	0.001477340276
808	0.001476370326
809	0.001474785099
810	0.001472984793
811	0.001470945727
812	0.001469760675
813	0.001467459573
814	0.00146562481
815	0.001463939297
816	0.001462869798
817	0.001461626315
818	0.001461016389
819	0.001457952836
820	0.001456609803
821	0.001455688492
822	0.001455263049
823	0.00145369403
824	0.001451885351
825	0.001450853771
826	0.001449273737
827	0.001447727059
828	0.001445250451
829	0.001442908049
830	0.001440294742
831	0.001438868619
832	0.001438136681
833	0.00143731589
834	0.001434927587
835	0.001433311245
836	0.001431135919
837	0.001429245268
838	0.001428488848
839	0.00142748857
840	0.001426889729
841	0.001426037556
842	0.00142419587
843	0.00142238405
844	0.001421558076
845	0.001418888061
846	0.001418209846
847	0.001417123795
848	0.001415748047
849	0.001413682534
850	0.001412228583
851	0.0014105277
852	0.001408885795
853	0.001407601627
854	0.001406618131
855	0.001405280199
856	0.001404085532
857	0.001403033633
858	0.001399581329
859	0.00139838145
860	0.00139708976
861	0.001395091572
862	0.001393529841
863	0.001392704753
864	0.001391229699
865	0.001388108363
866	0.001385876273
867	0.001384957838
868	0.001383019064
869	0.001381772081
870	0.001379705328
871	0.001378348381
872	0.001377162202
873	0.001375882308
874	0.001374726261
875	0.001373316163
876	0.001371460842
877	0.001368846784
878	0.001367290211
879	0.001364776574
880	0.001364257439
881	0.001363596837
882	0.001362015687
883	0.001360793278
884	0.001359790762
885	0.001358497576
886	0.001355725247
887	0.001354174443
888	0.001349429864
889	0.001348688217
890	0.001348337546
891	0.001347030821
892	0.001346972042
893	0.001346196315
894	0.001342574231
895	0.00134077707
896	0.001338688951
897	0.001337093151
898	0.001336228232
899	0.001334422183
900	0.001333408412
901	0.00133173193
902	0.001330853116
903	0.001329484386
904	0.001328403702
905	0.001327450736
906	0.0013269415
907	0.001325047087
908	0.001323723567
909	0.001322805709
910	0.00132133357
911	0.001319464986
912	0.001318343631
913	0.001317164878
914	0.001314914464
915	0.001313426015
916	0.001312058237
917	0.001309406764
918	0.001308120033
919	0.00130599203
920	0.001302914663
921	0.001301928057
922	0.001299891229
923	0.001299039747
924	0.001298118001
925	0.001297217355
926	0.001297187635
927	0.001295930485
928	0.001294970722
929	0.001293377807
930	0.001291596459
931	0.001289935992
932	0.001288164217
933	0.001287028658
934	0.001285416752
935	0.001284036945
936	0.001282154974
937	0.001280902729
938	0.001280076813
939	0.001278645209
940	0.00127713684
941	0.001276299427
942	0.001274198798
943	0.001272751997
944	0.001270896693
945	0.001270251789
946	0.001268699343
947	0.001268320295
948	0.001267165752
949	0.001266502684
950	0.001265983636
951	0.001263098057
952	0.001262416159
953	0.001262022098
954	0.001261076967
955	0.001258714551
956	0.001257583681
957	0.001256554972
958	0.001256041284
959	0.001255505793
960	0.001254241852
961	0.001253251952
962	0.001251628312
963	0.001250578954
964	0.001250097587
965	0.00124874149
966	0.001248057595
967	0.001246855795
968	0.001246718409
969	0.001245612117
970	0.001244503458
971	0.001243485132
972	0.001243082811
973	0.001242571538
974	0.001241235216
975	0.001240235977
976	0.001239552151
977	0.001239069597
978	0.001238001501
979	0.001236865381
980	0.001234541618
981	0.001233236501
982	0.001232211813
983	0.001230403719
984	0.001229047606
985	0.001228043669
986	0.001227132396
987	0.001226047943
988	0.001224447745
989	0.001223722302
990	0.001223306846
991	0.001222081525
992	0.001220616944
993	0.001220455673
994	0.001218710942
995	0.00121767707
996	0.001216914967
997	0.001215483784
998	0.001213991614
999	0.001211937214
